author,comment,likes,published_at
@ynotgokul,This time all daddies are going to fight for their kiddies.,0,2025-12-31T21:24:02Z
@davidhadersbeck5557,Wow. A close of a dude praying. How riveting,0,2025-12-31T21:24:01Z
@ZOOZ_,ايش يصبرني لين نهاية سنة 2026، تخيل حالياََ أننا في أول 21 دقيقة في بداية السنة 😂,0,2025-12-31T21:21:35Z
@Jimbu.s,They are finally giving us what we want after years of trash they are so desperate.,0,2025-12-31T21:20:41Z
@ARESTREPO82,This is great! Now take out the X-men one,1,2025-12-31T21:20:03Z
@j.zuberi,"Oh his hair is cut again AND is speakin Shakepearean, yah Thor aint coming for games.",0,2025-12-31T21:18:44Z
@paulholgate4664,Marvel are desperate.,0,2025-12-31T21:14:55Z
@amir_keshavarz1,"If you want Tony Stark to return as Iron Man, like this. ❤️🦾",1,2025-12-31T21:11:37Z
@lukenuked,Russel Crowe Gladiator vibes,0,2025-12-31T21:10:49Z
@HarryL2020,oh... a whole year...,0,2025-12-31T21:09:07Z
@ionut-v1v,You know when thor has new harcut his in his prime,0,2025-12-31T21:08:52Z
@SpHxA310,Prime Thor back🥹,0,2025-12-31T21:08:16Z
@Berlinthewinion_dawlings,I'm living for the Avengers children and Loki's return....and hoping that this doesn't mean everyone is going to die....,0,2025-12-31T21:06:44Z
@MirkoFunk,Finally an actual good trailer not these rip-offs,0,2025-12-31T21:03:33Z
@pcman7625,2026 nın ilk yorumu hayırlı olsun❤,0,2025-12-31T21:02:44Z
@fnkig615,"Thor praying before GTA 6. I've seen it all chat.
Happy New Year's Eve🎉",1,2025-12-31T21:02:40Z
@TravisN-xu6xs,😅😅😅😅😅😅😅😅😅😅,0,2025-12-31T21:02:29Z
@Take_The_Ride,This is pure bait.  Crap tier movie incoming.,0,2025-12-31T20:58:13Z
@Gabslima,"What is the story, this time?",0,2025-12-31T20:55:37Z
@Sunnyside5574,Thor and red guardian interstions must be funny,0,2025-12-31T20:54:40Z
@DILJEET786,Req to Marvel team Avengers Doomsday Movie was dub by old Dubbing Artist which were in Old Movies Like Infinity War and Endgame if you want Your movie in India make much money so make sure all voice Artist were Old Voice Artists  👍,1,2025-12-31T20:54:24Z
@DILJEET786,Req to Marvel team Avengers Doomsday Movie was dub by old Dubbing Artist which were in Old Movies Like Infinity War and Endgame if you want Your movie in India make much money so make sure all voice Artist were Old Voice Artists  👍,1,2025-12-31T20:54:16Z
@rayblitz3896,I seriously hope we get to see the power of the odin force (thor force).,0,2025-12-31T20:53:39Z
@SAYMSTUDIO,marvel is back......,0,2025-12-31T20:53:20Z
@MinekEzQM,"The level of marketing - creating hype 12 months before the premiere - forecasts it: it's going to be another forgettable, mediocre MCU movie. Do you remember the hype before the first Avengers movie? No? Because there wasn't any. Just a decent movie.",0,2025-12-31T20:53:02Z
@randyroopchan7372,why this script sound like chatgpt,0,2025-12-31T20:49:14Z
@Me-vc4sf,Will your dad return too???,1,2025-12-31T20:45:11Z
@Entertainnnn,"THOR, GOD OF FISTS",0,2025-12-31T20:44:58Z
@veenek1213,I hope he didn't bring the goats with him.,0,2025-12-31T20:43:32Z
@Wokedestroyinglives,"Steve Rodgers
Thor.....
Next?",0,2025-12-31T20:41:28Z
@sauravsuman6,"A waiting period of 12 months omg...MCU fans will get high blood pressure and other issues including me .
Teaser released means Film is completed. A max of 3 month wait will be enough...This is outrageous..
First Steve Grant Rogers now Thor Odinson.. ufffff Welcome to club guys .

Lend me the strength of the All- Fathers...so that I can watch this movie in December 2026 and come back home not as movie lover or marvel fan but as a Human who believes in kindness, courage, strength & hope,  rightfulnnes bcoz this is what movie are all about this is what  MCU films are all about..
Please Father heed my words except the blood pressure and other issues part..",0,2025-12-31T20:40:45Z
@ezpesy,Thor in his Thorfinn season 2 era,1,2025-12-31T20:40:19Z
@DanielDRSA,Finally a not Saturday Night Live Thor...,0,2025-12-31T20:40:14Z
@El_oh7199,yep. We forget how good Hemsworth can be. He's not just good at playing himbos,0,2025-12-31T20:37:34Z
@Andy1984737,The REAL Thor ❤ !!!!,0,2025-12-31T20:34:58Z
@KonradWysocki-o9f,Did anyone here watched the leaked footage 😂 No amount of trailers or teasers is gonna convince me this will be good...on top of that actors complaining about script changes in story and how so far it's in production hell...seems like the usual Disney crap 😂,1,2025-12-31T20:34:40Z
@ricardoz-e7f,"@marvel i dont care for thor or the rest of mcu cast reprising their roles, i want the og x-men to have their own movie before doomsday.",0,2025-12-31T20:34:25Z
@Breakfam,"He said ""....and return home to her..."" I dont think doom is kidnapping children. I think he's done something else",0,2025-12-31T20:33:48Z
@wayneadams9102,In my youth I courted war...,0,2025-12-31T20:33:14Z
@KonradWysocki-o9f,😂😂😂 Disney dropped all the trailers right after footage got leaked to battle all the negative press 😂...and when i hear actors sayimg it's a production hell i know not to get my hopes up,0,2025-12-31T20:32:50Z
@parkerramirez3571,Good god they dumbed down Thor so much I forgot Hemsworth was a good actor.,0,2025-12-31T20:32:33Z
@mannatgrewal7954,Till you're 90 Chris,0,2025-12-31T20:31:23Z
@amrsamir8322,My oh my......How far has he changed......From the arrogant war craving immature Thor to ..... THIS..... Amazing!,0,2025-12-31T20:30:12Z
@Iden_Elihio_1999,So everyone is getting kids huh 💀💀💀,0,2025-12-31T20:29:56Z
@Super-power-y7z,Yaaaaaa,1,2025-12-31T20:29:11Z
@ultrapat23,"I still remember watching the livestream of the characters revealed in chairs. We are NOT READY for this. 2025 really flew by. In 5 months, it's gonna be August cause there's so much entertainment that we'll have in the meantime.

We're in for an insane ride.",0,2025-12-31T20:27:44Z
@mrvsandeep,"What is the relevance of kids in these trailers to the main story line? We saw that in ff4 post credit scenes, Steve rogers trailer, and now this. Next Hulk?",0,2025-12-31T20:27:28Z
@ratansahkingdom7245,🔥🔥🔥❤️❤️❤️,0,2025-12-31T20:26:32Z
@KalElvis,Meh,0,2025-12-31T20:26:20Z
@29_XXIX,Writing x character will return is so unnecessary,0,2025-12-31T20:25:18Z
@davidranc8617,This one minute is better than all the Marvel movies since Endgame combined,1,2025-12-31T20:24:41Z
@sticky1239,Hopium timer at the end.,1,2025-12-31T20:23:41Z
@ben10234,who's the mom,1,2025-12-31T20:22:36Z
@dcoft4899,Who is the mother of Thor's baby?,1,2025-12-31T20:21:33Z
@Eeli777,🔥🔥🔥,1,2025-12-31T20:21:32Z
@thegodofsymbiotes999,I love this 1 minute 22 second teaser than the entire Thor : Love and Thunder movie.,0,2025-12-31T20:20:20Z
@rocklynfaher3305,"It has to be my age combined with the fact that I grew up with these Hero's as my friends and mentors, that they taught me the meaning of honor, courage, integrity, morals, sacrifice, the difference between right and wrong, and  provided me, not just with the answers and lessons my dissolute and selfish parents were too drunk, too abusive, or too stupid to teach, but gave me symbols to emulate.  That must be why these characters and so many of the Marvel movies touch me and so many of my generation so deeply and evoke such powerful emotional responses.  Many times, I wonder; how many children, like me, found solace in and were lifted up by those silly comic book hero's my father sneered at or my mother panned.  Many of the characters came from the same lowly station as myself with ordinary, everyday lives and common-place struggles of their own, but who taught a generation cast adrift that we could rise above our place in the world and if not become hero's ourselves, at least live decent, kind lives and raise our children with love and caring.",0,2025-12-31T20:19:41Z
@Avengers-2026-v7f,"CHRIS AS THOR WILL BE BACK IN HIS PRIME 💀💀💀 
But THE PLOT IS THAT RDJ IS COMING BACK AS A VILLIAN.💚💚💚
ITS DOOMSDAY TIME 🔥🔥🔥.",0,2025-12-31T20:19:04Z
@LUCIFERjoe,i think after getting the powers from the prayers. Thor will chop off the dooms head like thanos😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,2025-12-31T20:18:37Z
@arya3z,its maybe bigger comback than end game for marvel and i loved 🥰❤,0,2025-12-31T20:17:25Z
@TheCjHEntertainment_Plus,DEADPOOL Marvel Jesus,0,2025-12-31T20:16:21Z
@Dtmxrix,I wanna return to Tiaret not a warrior but as warmth and to teach her stillness. And truly be there for her.,15,2025-12-31T20:11:40Z
@Minileader_284,"“Lend me the strength of all fathers.”

Oh he’s gonna aim for doom’s Head.",0,2025-12-31T20:11:31Z
@Viju489,"It’s time, he’s fought well but he deserves to retire with dignity",0,2025-12-31T20:11:07Z
@alanabentrod3963,"Marvel spent years building up to Avengers infinity war, they spent 5 minutes building up to Avengers Doomsday 😂",0,2025-12-31T20:11:03Z
@0megaJB,Marvel has done such a great job with the maturity arc of Thor from the first movie. It is like watching a boy grow up to be a man over the course of all the movies.,0,2025-12-31T20:10:31Z
@shireyed,Odin looking from the beyond confused why he is begging for power when its his to take as the rightful heir.,0,2025-12-31T20:10:15Z
@Alloysboy,Thir,0,2025-12-31T20:09:54Z
@aaronsmith7142,Are we about to get rune king thor?,0,2025-12-31T20:09:24Z
@MdMiraj-ey2ok,Nice movi avengers domsday,0,2025-12-31T20:08:53Z
@TruthLurks,WHY WAS THORRRRR CRYING,0,2025-12-31T20:07:16Z
@freddymendez3655,avengers before gta6,0,2025-12-31T20:05:58Z
@Anty2004,Cool so you're just wasting our time now. Thanks,0,2025-12-31T20:04:21Z
@dylannakandakarisugimoto6201,Nice. Serious and Mythological Thor. This gone be good.,0,2025-12-31T20:04:17Z
@XiaoFury,But how do we know if this is the only time he'll act serious?,0,2025-12-31T20:04:12Z
@jonathanrodriguez1857,❤❤❤ANCIASSSS⚡️⚡️⚡️⚡️⚡️🔥🔥🔥🔥🔥,0,2025-12-31T20:03:30Z
@thomashaugh8720,🤘🏻,0,2025-12-31T20:02:57Z
@dvoslb1974,WE FINNA HAVE GTA 6 BEFORE DOOMSDAY,1,2025-12-31T20:02:16Z
@mikecarroll3538,"It’s like I love all the old characters I do, but I just think it’s a little lame, that Marvel has been so listless that they have to rely on bringing everyone back to hype a movie",0,2025-12-31T20:01:50Z
@cerebralsamurai8382,Thor praying to the Asgardian deities for more strength tells you Doom is gonna be a menace,1,2025-12-31T20:00:59Z
@stackywarbucks,When you see a God praying that's how you know that's a powerful meaning,0,2025-12-31T19:59:34Z
@ReapTheWhirlwind,"Thor is both serious and silly y'all. Neither incarnation is wrong! Most importantly, both are canon. This particular version of Thor is interesting because he has stakes again. When he has an ideal, a person, or a nation to fight for Thor is unstoppable but when he's alone he tends to be a bit of a joke. Love really centered him in a way being king of Asgard or even an Avenger could never have done and tbh I think Odin would be proud of him. 

One thing that hasn't been shown on-screen yet is the Thorforce and I wonder if it will show up now. Odin's family has a hereditary power that's passed from father to child that grants a lot of raw strength and other abilities. Hela was clearly invested with a decent amount of the Odinforce and that's why it took Ragnarok to kill her. It's one of those comic book powers that does what the story needs it to do and tbh the Avengers will need all the help they can. Especially if Doom is in his Rabum Alal guise.",0,2025-12-31T19:59:31Z
@theyeastwiththeleast4718,Laaaame,0,2025-12-31T19:57:57Z
@chombiiii4410,We gonna get thor will not be returning at the very end of the movie,0,2025-12-31T19:57:22Z
@AlanEscalera-dy2xj,I think the child was taken and he's praying to get her back that's why he's crying,0,2025-12-31T19:57:09Z
@NickMartinproductions,Something happened to Thor. Thor doesn’t just cut his hair. Thor is about to become… a man.,0,2025-12-31T19:54:20Z
@Istoleyourtoast-q6q,"Dear dad, you would love this movie. Too bad you never will but ill watch it for you. Miss you.",4,2025-12-31T19:52:40Z
@qg0192,They’re really milking this franchise for all it’s got ☠️,0,2025-12-31T19:52:25Z
@zozz.,Rune King Thor??,0,2025-12-31T19:50:49Z
@gameboypunk660,Half the movie could be an illusion created by Doom to confuse the Avengers remember Doom can use magic,0,2025-12-31T19:50:47Z
@solex666,Unfortunately I'm still boycotting al l Disney and CBS since they are contributing to fascism and corporate greed. Remember it's the only way to stop things like this is withhold your money.,0,2025-12-31T19:50:42Z
@nowordsuploaded,I’m guessing this is after someone big dies (all of the X-men) and the team (the avengerz) reaches out to Thor,0,2025-12-31T19:50:35Z
@ItsCapNFapN,Only in theaters says this will be CRAP,0,2025-12-31T19:49:46Z
@dharanrobinjames4647,And then he will die.,1,2025-12-31T19:49:19Z
@MikeSmith-n8l,Keep hearing Doomsday starts where Endgame ended. So does that mean every movie and show made after Endgame doesn't really exist? Just seems very strange to me.,0,2025-12-31T19:48:06Z
@DMRAUTOMOTIVE,Gonna be the best one yet,1,2025-12-31T19:46:55Z
@theking_1032,Infinity War Thor is back!!,1,2025-12-31T19:46:39Z
@UnboundGodz,Loving this!!!,0,2025-12-31T19:45:22Z
@Eclipse-lw4vf,They ruined Thor and hulk. So much potential,0,2025-12-31T19:43:38Z
@carlosdiaz7573,You know Doom is a menace when Thor has to pray before a battle,0,2025-12-31T19:41:06Z
@Mikayla-n8h,Will avengers doomsday be like if Thanos didn't come and infinity war didn't happen?,0,2025-12-31T19:40:41Z
@dulemk,Ok thor as the old kratos..,0,2025-12-31T19:40:08Z
@ShuvigyaPrakashRai,Villian so goated that he made the strongest praying for strength,2346,2025-12-31T19:39:39Z
@criisvro,he’s gonna die 😢,0,2025-12-31T19:38:45Z
@MarveledGamer,"Doom got Thor, a god praying 💀",0,2025-12-31T19:38:29Z
@RedRemedyStudios,"YOOOO! IM SO EXCITED!!!!! AS A CHILDHOOD FRIEND WITH MY BROTHER AND AMONG MILLIONS! THIS IS PEAK! BOTH STEVE ROGERS AND THOR ARE RETURNING! RIGHT FROM HERE IS CINEMA 0:26 🔥🔥🔥🔥🔥🥶🥶🥶🥶🥶🗣️🗣️🗣️🗣️🗣️

THOR WITH HIS INFINITY WAR HAIRCUT! HE IS SERIOUS AGAIN! 0:37 🔥🔥🔥🔥🔥🥶🥶🥶🥶🥶🗣️🗣️🗣️🗣️🗣️

*I LOVE THE SLOW AVENGERS THEME IN THE BACKGROUND! ITS TO SHOW JUST HOW DANGEROUS DOCTOR VICTOR VON DOOM REALLY IS!*🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥

*This guy made a whole universe just to worship him…in the comics…*🔥🔥🔥🔥🔥🔥🔥🔥🔥

*MARVEL IS RETURNING!* 1:09 🔥🥶🗣️🥶🥶🥶🗣️🗣️🥶🔥🔥🥶🗣️🗣️🥶🔥🔥🗣️🥶🥶🥶🔥🔥🔥🥶🥶

🔥🔥🔥🔥🔥🥶🥶🥶🥶🥶🗣️🗣️🗣️🗣️🗣️",0,2025-12-31T19:38:29Z
@adeoyesemiloore862,Can you just please give us one teaser every week with each character for the next 50 weeks. Pleaseeeeeeeee,0,2025-12-31T19:38:25Z
@r_r8t3d,He's gonna DIE!,0,2025-12-31T19:36:42Z
@HeyMrLegend,Prime Thor is back,0,2025-12-31T19:36:32Z
@CookingwhitWasim,So every superhero gets a teaser until the official trailer is released.,0,2025-12-31T19:35:04Z
@noobsayco100,"Por fin,un Thor mucho más maduro como el de infinity war.",1,2025-12-31T19:33:46Z
@Devoncraig-DC,"Hold up I know that date is not the date where the movie released because what do you mean December 18, 2026 I just got hyped up for no reason cause I thought it was gonna be recently next year, not another year",0,2025-12-31T19:32:34Z
@aibekiman84,COOL,0,2025-12-31T19:29:10Z
@thejoker7710,Getting some new Kratos God of War vibes here,0,2025-12-31T19:28:04Z
@beunique5050,Why only thor...!?,0,2025-12-31T19:27:32Z
@RushdiKhalilx,His sound ☠️☠️,1,2025-12-31T19:26:33Z
@Regal-Black,Watched it with superman BG music and it was epic 👍,1,2025-12-31T19:25:59Z
@WhisperPrime,Will Thor get his father’s weapon?😯,1,2025-12-31T19:25:15Z
@paulruss1436,Everyone is going to die. Soft reboot. New younger cast,0,2025-12-31T19:23:53Z
@ajayidivine8858,"Now this is our Thor, as he should be",0,2025-12-31T19:22:44Z
@HumanIsError,Love when Thor is an actual character and not just a vehicle for lame jokes.,0,2025-12-31T19:22:28Z
@SteezyOFC,Can you please just give us a real trailer,0,2025-12-31T19:22:03Z
@GasperAkunwanne,Please give us a scene with thor and Loki please 🥺🥺🥺🥺🥺,0,2025-12-31T19:21:29Z
@NewDawn-u5e,"Seems like\nThey're letting Thor be a more serious character in this film.I'll say allegedly , because we don't know... Like right after this is dad cooking down and said , oh , sure , son , why not",0,2025-12-31T19:21:07Z
@antonthemanton3065,This is going to be trash.... Just like every Marvel movie since Endgame,0,2025-12-31T19:20:43Z
@pienoaji,"slop slop slop slop slopppppppp

MMMM YUMMY YUMMY MORE CONTENT FROM THE DISNEY MARVEL BRAND CONTENT TUBE!!!!",0,2025-12-31T19:19:53Z
@JohnFromOttawa,"I like it.  I don't think they ever really focused on the 'faith' side of being a God in any of the movies.  

I remember in the comic several very cool scenes like this.  One in the Marvel vs DC series always stuck with me, where he's paired against Shazam, and before the battle they both kneel in prayer to the greater Gods they are blessed by.",2,2025-12-31T19:19:53Z
